"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"NETDIS-FDPHOST-In-UDP";"Network Discovery (WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-LLMNR-In-UDP";"File and Printer Sharing (LLMNR-UDP-In)";"Inbound rule for File and Printer Sharing to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-28502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5355";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR-In";"Core Networking - Multicast Listener Report (ICMPv6-In)";"The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"131";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-In-NoScope";"Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"RPC";"Any";"8";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SSTP-IN-TCP";"Secure Socket Tunneling Protocol (SSTP-In)";"Inbound rule to allow HTTPS traffic for Secure Socket Tunneling Protocol. [TCP 443]";"@sstpsvc.dll,-35001";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"443";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"DIAL-Protocol-Server-HTTPSTR-In-TCP-LocalSubnetScope";"DIAL protocol server (HTTP-In)";"Inbound rule for DIAL protocol server to allow remote control of Apps using HTTP. [TCP 10247]";"@FirewallAPI.dll,-37101";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"10247";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MSDTC-In-TCP";"Distributed Transaction Coordinator (TCP-In)";"Inbound rule to allow traffic for the Distributed Transaction Coordinator. [TCP]";"@FirewallAPI.dll,-33502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\msdtc.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDS-In-TCP-NoScope";"Remote Volume Management - Virtual Disk Service (RPC)";"Inbound rule for the Remote Volume Management - Virtual Disk Service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vds.exe";;"vds";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Netlogon-TCP-RPC-In";"Netlogon Service Authz (RPC)";"Inbound rule for the NetLogon service to process remote authz requests via RPC/TCP.";"@firewallapi.dll,-37681";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\System32\lsass.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-TE-In";"Core Networking - Time Exceeded (ICMPv6-In)";"Time Exceeded error messages are generated from any node that a packet traverses if the Hop Limit value is decremented to zero at any point on the path.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"3";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Domain-Active";"mDNS (UDP-In)";"Inbound rule for mDNS traffic [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"5353";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Collab-P2PHost-In-TCP";"Windows Peer to Peer Collaboration Foundation (TCP-In)";"Inbound rule for the Windows Peer to Peer Collaboration Foundation for Peer to Peer Communication. [TCP]";"@FirewallAPI.dll,-32002";"False";"Any";"";"Inbound";"Allow";"DeferToApp";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\p2phost.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteAssistance-In-TCP-EdgeScope-Active";"Remote Assistance (TCP-In)";"Inbound rule for Remote Assistance traffic. [TCP]";"@FirewallAPI.dll,-33002";"True";"Domain, Private";"";"Inbound";"Allow";"DeferToApp";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\msra.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-In";"Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet4";"ICMPv4";"RPC";"Any";"8";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-Compat-In-TCP-NoScope";"Windows Remote Management - Compatibility Mode (HTTP-In)";"Compatibility mode inbound rule for Windows Remote Management via WS-Management. [TCP 80]";"@FirewallAPI.dll,-30252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MSDTC-In-TCP-NoScope";"Distributed Transaction Coordinator (TCP-In)";"Inbound rule to allow traffic for the Distributed Transaction Coordinator. [TCP]";"@FirewallAPI.dll,-33502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\msdtc.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-In-NoScope";"Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"128";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Public-Active";"mDNS (UDP-In)";"Inbound rule for mDNS traffic [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5353";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-In-UDP";"Windows Media Player (UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-In-TCP-WS";"Remote Desktop - (TCP-WS-In)";"Inbound rule for the Remote Desktop service to allow RDP over WebSocket traffic. [TCP 3387]";"@FirewallAPI.dll,-28782";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"3387";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-WSD-In";"BranchCache Peer Discovery (WSD-In)";"Inbound rule for BranchCache to allow peer discovery [UDP 3702]";"@peerdistsh.dll,-9001";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"PeerDistSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-UDP-LocalSubnetScope";"Cast to Device streaming server (RTCP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]";"@FirewallAPI.dll,-36001";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\mdeserver.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-HTTPSTR-In-TCP";"Media Center Extenders - HTTP Streaming (TCP-In)";"Inbound rule for Media Center Extenders to allow HTTP Media Streaming. [TCP 10244]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"10244";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-QWave-In-UDP";"Media Center Extenders - qWave (UDP-In)";"Inbound rule for Media Center Extenders to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-TCP";"Windows Media Player Network Sharing Service (qWave-TCP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-UDP";"Windows Media Player Network Sharing Service (qWave-UDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-UDP-NoScope";"Cast to Device streaming server (RTCP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]";"@FirewallAPI.dll,-36001";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\mdeserver.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-UPnPHost-In-TCP";"Windows Media Player Network Sharing Service (UPnP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HostedServer-In";"BranchCache Hosted Cache Server (HTTP-In)";"Inbound rule for BranchCache to allow communication between a hosted cache and its clients [TCP]";"@peerdistsh.dll,-9002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80,443";"Any";"Any";"Any";"SYSTEM";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-UDP-NoScope";"Windows Media Player Network Sharing Service (UDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-TCP-NoScope";"Windows Media Player Network Sharing Service (TCP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-TCP-NoScope";"Windows Media Player Network Sharing Service (qWave-TCP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-RTSP-NoScope";"Cast to Device streaming server (RTSP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [TCP 23554, 23555, 23556]";"@FirewallAPI.dll,-36001";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"23554,23555,23556";"Any";"Any";"Any";"%SystemRoot%\system32\mdeserver.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-In-UDP";"Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-In)";"Inbound rule for Media Center Extenders to allow WMDRM-ND and RTP/RTCP AV Streaming. [UDP 7777-7781, UDP 5004-5005, UDP 50004-50013]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"7777,7778,7779,7780,7781,5004,5005,50004,50005,50006,50007,50008,50009,50010,50011,50012,50013";"Any";"Any";"Any";"%SystemRoot%\ehome\ehshell.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-In-UDP-x86";"Windows Media Player x86 (UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-UDP";"Windows Media Player Network Sharing Service (UDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-TCP";"Windows Media Player Network Sharing Service (TCP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow sharing traffic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-In-UDP-NoScope";"Windows Media Player Network Sharing Service (Streaming-UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-QWave-In-UDP-PlayToScope";"Cast to Device functionality (qWave-UDP-In)";"Inbound rule for the Cast to Device functionality to allow use of the Quality Windows Audio Video Experience Service. [UDP 2177]";"@FirewallAPI.dll,-36001";"True";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"PlayToDevice";"UDP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-In-UDP";"Windows Media Player Network Sharing Service (Streaming-UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-In-TCP";"Media Center Extenders - RTSP (TCP-In)";"Inbound rule for Media Center Extenders to allow RTSP AV Control. [TCP 554, TCP 8554-8558]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"554,8554,8555,8556,8557,8558";"Any";"Any";"Any";"%SystemRoot%\ehome\ehshell.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-In-TCP-WSS";"Remote Desktop - (TCP-WSS-In)";"Inbound rule for the Remote Desktop service to allow RDP traffic over secure WebSocket. [TCP 3392]";"@FirewallAPI.dll,-28782";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"3392";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-TERMSRV-In-TCP";"Media Center Extenders - XSP (TCP-In)";"Inbound rule for Media Center Extenders to allow terminal sessions. [TCP 3390]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"3390";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"termservice";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SPPSVC-In-TCP";"Key Management Service (TCP-In)";"Inbound rule for the Key Management Service to allow for machine counting and license compliance. [TCP 1688]";"@FirewallAPI.dll,-28002";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"1688";"Any";"Any";"Any";"%SystemRoot%\system32\sppextcomobj.exe";;"sppsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPSSMBD-iWARP-In-TCP";"File and Printer Sharing over SMBDirect (iWARP-In)";"Inbound rule for File and Printer Sharing over SMBDirect to allow iWARP [TCP 5445]";"@FirewallAPI.dll,-28602";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"5445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-SSDPSrv-In-UDP";"Windows Media Player Network Sharing Service (SSDP-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-UPnPHost-In-TCP";"Wireless Portable Devices (UPnP-In)";"Inbound rule for Wireless Portable Devices to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-30502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-In-TCP";"Windows Media Player Network Sharing Service (HTTP-Streaming-In)";"Inbound rule for the Windows Media Player Network Sharing Service to allow HTTP Media Streaming. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"10243";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-HTTPSTR-In-TCP-LocalSubnetScope";"Cast to Device streaming server (HTTP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using HTTP. [TCP 10246]";"@FirewallAPI.dll,-36001";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"10246";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-QWave-In-TCP-PlayToScope";"Cast to Device functionality (qWave-TCP-In)";"Inbound rule for the Cast to Device functionality to allow use of the Quality Windows Audio Video Experience Service. [TCP 2177]";"@FirewallAPI.dll,-36001";"True";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"PlayToDevice";"TCP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-SSDPSrv-In-UDP";"Media Center Extenders - SSDP (UDP-In)";"Inbound rule for Media Center Extenders to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-Shadow-In-TCP";"Remote Desktop - Shadow (TCP-In)";"Inbound rule for the Remote Desktop service to allow shadowing of an existing Remote Desktop session. (TCP-In)";"@FirewallAPI.dll,-28752";"False";"Any";"";"Inbound";"Allow";"DeferToApp";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\RdpSa.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-SSDP-Discovery-PlayToScope";"Cast to Device SSDP Discovery (UDP-In)";"Inbound rule to allow discovery of Cast to Device targets using SSDP";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"PlayToDiscovery";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-SSDPSrv-In-UDP";"Wireless Portable Devices (SSDP-In)";"Inbound rule for Wireless Portable Devices to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-30502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-UPnP-Events-PlayToScope";"Cast to Device UPnP Events (TCP-In)";"Inbound rule to allow receiving UPnP Events from Cast to Device targets";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"PlayToDevice";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-RTSP-LocalSubnetScope";"Cast to Device streaming server (RTSP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [TCP 23554, 23555, 23556]";"@FirewallAPI.dll,-36001";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"23554,23555,23556";"Any";"Any";"Any";"%SystemRoot%\system32\mdeserver.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PlayTo-In-UDP-PlayToScope";"Cast to Device streaming server (RTCP-Streaming-In)";"Inbound rule for the Cast to Device server to allow streaming using RTSP and RTP. [UDP]";"@FirewallAPI.dll,-36001";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"PlayToDevice";"UDP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\mdeserver.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SPPSVC-In-TCP-NoScope";"Key Management Service (TCP-In)";"Inbound rule for the Key Management Service to allow for machine counting and license compliance. [TCP 1688]";"@FirewallAPI.dll,-28002";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"1688";"Any";"Any";"Any";"%SystemRoot%\system32\sppextcomobj.exe";;"sppsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-PlayTo-In-TCP";"Media Center Extenders - Media Streaming (TCP-In)";"Inbound rule for Media Center Extenders to allow UPnP traffic for Media Streaming. [TCP 2869]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-UserMode-In-TCP";"Remote Desktop - User Mode (TCP-In)";"Inbound rule for the Remote Desktop service to allow RDP traffic. [TCP 3389]";"@FirewallAPI.dll,-28752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"3389";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"termservice";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
